City,Count
"Thornville, OH",5
"Otisville, NY",5
"Lamoni, IA",5
"Carson, WA",5
"winchester, VA",5
"Strafford, VT",5
"Jackson, ME",5
"dublin, OH",5
"Rolesville, NC",5
"Bucyrus, OH",5
"Sedro-Woolley, WA",5
"Estancia, NM",5
"Prairie Du Chien, WI",5
"Somerset, CA",5
"Manati, PR",5
"lexington park, MD",5
"Monticello, AR",5
"yukon, OK",5
"Waymart, PA",5
"Cottondale, AL",5
"Brookfield, MA",5
"Atlantis, FL",5
"Larkspur, CO",5
"woodbine, MD",5
"Factoryville, PA",5
"springfield, MA",5
"plattsburgh, NY",5
"Jackson Center, PA",5
"Carrollton, VA",5
"Crompond, NY",5
"waxhaw, NC",5
"Paradise, PA",5
"Tuscaloosa, AK",5
"Chadron, NE",5
"Santa rosa, CA",5
"Willard, OH",5
"North Jackson, OH",5
"matthews, NC",5
"Davenport, IN",5
"Hollister, MO",5
"Salem, TX",5
"Augusta, FL",5
"Edinburg, VA",5
"Mount Gilead, OH",5
"Dexter, NY",5
"Pemberville, OH",5
"Cataula, GA",5
"Batesville, IN",5
"Hallsville, MO",5
"Scranton, OR",5
"Capon Bridge, WV",5
"SALEM, OR",5
"Nashville, NC",5
"Cochran, GA",5
"Ann arbor, MI",5
"Bristow, TX",5
"Kasilof, AK",5
"enid, OK",5
"pleasant hill, CA",5
"Lagunitas, CA",5
"Creve Coeur, MO",5
"Zumbrota, MN",5
"Ingram, TX",5
"stratford, CT",5
"monroe, WA",5
"Greensboro, VT",5
"greensboro, NM",5
"pottstown, PA",5
"Jamestown, ND",5
"Helendale, CA",5
"Seabeck, WA",5
"Rittman, OH",5
"northglenn, CO",5
"brick, NJ",5
"Silverton, CO",5
"Stewartsville, NJ",5
"Frazier Park, CA",5
"Bonner Springs, KS",5
"Tacoma, VI",5
"Germanton, NC",5
"East Greenville, PA",5
"levittown, NY",5
"lees summit, MO",5
"Westland, ME",5
"Brooklyn, IA",5
"arlington, WA",5
"Alton, IA",5
"Surprise, AL",5
"King of Prussia, OR",5
"sterling heights, MI",5
"Rock Hill, MO",5
"Louisvile, KY",5
"Speedway, IN",5
"Friendswood, SD",5
"morris plains, NJ",5
"Durango, CA",5
"LONGMONT, CO",5
"Lakeview, OR",5
"Hendersonville, NM",5
"Beavercreek, NV",5
"Hopkins, ME",5
"Madbury, NH",5
"Parma, NY",5
"Hartly, DE",5
"OAK PARK, IL",5
"Framingham, MD",5
"Frankenmuth, MI",5
"Shorewood, VI",5
"Lakebay, WA",5
"medina, OH",5
"Waterville, NY",5
"Melrose Park, PA",5
"meridian, ID",5
"ALAMEDA, CA",5
"BOCA RATON, FL",5
"moorpark, CA",5
"Glendora, NJ",5
"Golden, CA",5
"Lansdale, OK",5
"Springfield, NY",5
"New Brighton, MI",5
"Mayville, WI",5
"SANTA CRUZ, CA",5
"Iola, KS",5
"san ramon, CA",5
"Arabi, LA",5
"North Conway, NH",5
"Kalkaska, MI",5
"Pompano beach, FL",5
"Stokesdale, NC",5
"san carlos, CA",5
"goleta, CA",5
"Newalla, OK",5
"wayne, PA",5
"Stayton, OR",5
"Rimrock, AZ",5
"Elkin, NC",5
"Mokelumne Hill, CA",5
"PEORIA, IL",5
"Iron Station, NC",5
"Carson City, NE",5
"Wyoming, MN",5
"Canyon Country, AZ",5
"dover, DE",5
"Storrs Mansfield, CT",5
"Dagsboro, DE",5
"OFallon, MO",5
"Woodside, NJ",5
"Emporia, VA",5
"niagara falls, NY",5
"waukegan, IL",5
"Hampton, CT",5
"Valencia, PA",5
"Plattsburgh, NH",5
"coventry, RI",5
"Candia, NH",5
"Mountainside, NJ",5
"Adamsville, AL",5
"LEWISVILLE, TX",5
"Irvine, KY",5
"Delano, CA",5
"Cross Lanes, WV",5
"royal oak, MI",5
"abilene, TX",5
"Bloomer, WI",5
"Saxapahaw, NC",5
"Troy, PA",5
"Fowler, OH",5
"Kettle Falls, WA",5
"Culleoka, TN",5
"N Chesterfield, VA",5
"Mercedes, TX",5
"Womelsdorf, PA",5
"Cumming, FL",5
"Smithton, IL",5
"Kingwood, SD",5
"Osceola, IA",5
"cookeville, TN",5
"Downingtown, OR",5
"Blue Earth, MN",5
"Gates, NC",5
"lombard, IL",5
"Lake Tapps, WA",5
"arcadia, CA",5
"Highland Beach, FL",5
"chantilly, VA",5
"castro valley, CA",5
"Whitehouse, TX",5
"ISSAQUAH, WA",5
"Paauilo, HI",5
"Carmi, IL",5
"Valdosta, FL",5
"Osprey, FL",5
"West Palm Beach, DE",5
"braintree, MA",5
"Montoursville, PA",5
"Park Falls, WI",5
"CHANDLER, AZ",5
"Jersey City, NC",5
"Vega Alta, PR",5
"Arlington, WI",5
"Henryetta, OK",5
"Peaks Island, ME",5
"FREDERICKSBURG, VA",5
"Lancaster, NH",5
"Barksdale AFB, LA",5
"Shaker Heights, NY",5
"Diamond Springs, CA",5
"Cypress, SD",5
"LOS GATOS, CA",5
"Templeton, MA",5
"internetfreedom, AZ",5
"Bahama, NC",5
"Delanson, NY",5
"Kingfield, ME",5
"sun city west, AZ",5
"Washington DC, VA",5
"Penobscot, ME",5
"Gray Court, SC",5
"Sydney, AK",5
"Rohnert Park, AZ",5
"bryn mawr, PA",5
"Land O' Lakes, FL",5
"Frankfort, ID",5
"Warners, NY",5
"Moodus, CT",5
"denison, TX",5
"Old Fort, NC",5
"Strafford, NH",5
"Neillsville, WI",5
"medford, NY",5
"Sterrett, AL",5
"Whitwell, TN",5
"Stuart, DE",5
"Castleton, NY",5
"Preston, CT",5
"solana beach, CA",5
"Westmont, NJ",5
"Fort Valley, GA",5
"Folsom, PA",5
"Moulton, AL",5
"Fairview, MT",5
"Comanche, TX",5
"Hamilton, AL",5
"Vernonia, OR",5
"Freeport, FL",5
"Gold Hill, OR",5
"Bourbon, MO",5
"RESTON, VA",5
"Plainfield, ID",5
"Pryor, OK",5
"Newbury Park, AZ",5
"BLOOMINGTON, IL",5
"ardmore, PA",5
"Minden, LA",5
"Rockford, IA",5
"Lawrence, MI",5
"Wendell, NC",5
"Attica, NY",5
"Tyler, SD",5
"Walnutport, PA",5
"Alstead, NH",5
"Garden Grove, AZ",5
"Pratt, KS",5
"Bluefield, VT",5
"Belcamp, MD",5
"Dubuque, IN",5
"Middleton, VI",5
"STATE COLLEGE, PA",5
"CORONA, CA",5
"Springfield, ID",5
"Moraine, OH",5
"Mills River, NC",5
"Manchester, GA",5
"Pine City, NY",5
"Mancos, CO",5
"Otis, OR",5
"Darby, PA",5
"Olympia Fields, IL",5
"park city, UT",5
"Culver city, CA",5
"Bullard, TX",5
"Melbourne, CA",5
"Winlock, WA",5
"North Richland Hills, SD",5
"Trevose, PA",5
"Eastpointe, ME",5
"Port Lavaca, TX",5
"Ralston, NE",5
"Spencer, NY",5
"Sun City, AR",5
"Sealy, TX",5
"Ojai, AZ",5
"Boyd, TX",5
"Salem, IL",5
"Gillette, NJ",5
"Mercer, PA",5
"dorchester, MA",5
"Trumbauersville, PA",5
"Demarest, NJ",5
"kent, OH",5
"martinsburg, WV",5
"Hartland, VT",5
"Ladoga, IN",5
"Smithfield, NC",5
"Mansfield, CT",5
"Kent, CT",5
"Castle Dale, UT",5
"Barton, VT",5
"Castleton On Hudson, NY",5
"Monona, VI",5
"Manistique, MI",5
"belmont, CA",5
"Defuniak Springs, FL",5
"solon, OH",5
"Maple Heights, OH",5
"Dripping Springs, SD",5
"Marlborough, NH",5
"warminster, PA",5
"merrick, NY",5
"Parkland, WA",5
"Hannibal, NY",5
"Schuylkill Haven, PA",5
"Brooklyn, OH",5
"takoma park, MD",5
"Aguada, PR",5
"White Marsh, MD",5
"Pine Island, MN",5
"helena, MT",5
"Thompsons Station, TN",5
"Calverton, NY",5
"CLEARWATER, FL",5
"Ash Grove, MO",5
"endicott, NY",5
"N. Chesterfield, VA",5
"Cuba, MO",5
"Monroe, OH",5
"Savannah, TX",5
"manhattan beach, CA",5
"Fountain Hill, PA",5
"Pacific, WA",5
"malvern, PA",5
"Wautoma, WI",5
"MInneapolis, MN",5
"Carroll, OH",5
"South Ogden, UT",5
"Hermantown, MN",5
"Sheridan, AR",5
"Albion, PA",5
"Mill Spring, NC",5
"Savage, MD",5
"Brookline, MO",5
"Margate, NJ",5
"Salinas, AZ",5
"pasadena, TX",5
"Priest River, ID",5
"Agoura, CA",5
"lafayette, CO",5
"Cedaredge, CO",5
"Spindale, NC",5
"Pegram, TN",5
"Cutchogue, NY",5
"Saltillo, MS",5
"cross plains, WI",5
"Scott, LA",5
"Merrill, MI",5
"Baldwin, WI",5
"Brookfield, VT",5
"Campbell Hall, NY",5
"Olney, IL",5
"Galveston, SD",5
"Covington, IN",5
"LaSalle, IL",5
"Isanti, MN",5
"Rockvale, CO",5
"Farwell, MI",5
"Hollywood, SC",5
"New Cumberland, WV",5
"Clinton, SC",5
"Carbondale, PA",5
"Cape Coral, DE",5
"north Hollywood, CA",5
"Spreckels, CA",5
"anderson, SC",5
"Northbridge, MA",5
"Pulaski, TN",5
"claremont, CA",5
"Winchester, NH",5
"Eden Prairie, ME",5
"St Peter, MN",5
"brentwood, CA",5
"Melissa, TX",5
"Waukon, IA",5
"La Porte City, IA",5
"avon, CT",5
"Medina, WA",5
"Abilene, SD",5
"Onsted, MI",5
"Milwaukie, OH",5
"west des moines, IA",5
"New Salem, MA",5
"Menasha, VI",5
"Milwaukee, VT",5
"League City, SD",5
"Bay City, OR",5
"Laurel, DE",5
"McCall, ID",5
"Boiling Springs, PA",5
"Winston-Salem, NJ",5
"Bremen, GA",5
"Windham, CT",5
"Plainfield, NH",5
"Roseville, ME",5
"Heathsville, VA",5
"Arcadia, FL",5
"VENTURA, CA",5
"South Boston, VA",5
"Conway, NH",5
"streamwood, IL",5
"Cresco, PA",5
"FALLS CHURCH, VA",5
"Dumas, AR",5
"Upper Arlington, OH",5
"palm desert, CA",5
"loganville, GA",5
"Port Aransas, TX",5
"madison, AL",5
"Memphis, NY",5
"Lugoff, SC",5
"brandon, FL",5
"Carl Junction, MO",5
"Pecos, TX",5
"New River, AZ",5
"Rutledge, PA",5
"Pine City, MN",5
"Wickenburg, AZ",5
"BUCKFIELD, ME",5
"jacksonville, AR",5
"ALBANY, NY",5
"Canton, TX",5
"Callahan, FL",5
"mount airy, MD",5
"Vero beach, FL",5
"Conesus, NY",5
"Hughson, CA",5
"NAPERVILLE, IL",5
"Pelham, MA",5
"Hazel Green, AL",5
"Meridian, HI",5
"Van Alstyne, TX",5
"Tow, TX",5
"Redford, ME",5
"Toledo, WA",5
"black mountain, NC",5
"Centerbrook, CT",5
"Madison, AK",5
"needham, MA",5
"Highland Falls, NY",5
"Oak lawn, IL",5
"Santa barbara, CA",5
"Nichols, NY",5
"San ramon, CA",5
"Newark Valley, NY",5
"loomis, CA",5
"Venetia, PA",5
"Bonners Ferry, ID",5
"Eagle, MI",5
"Minnetrista, MN",5
"Woodland, AZ",5
"rancho cordova, CA",5
"Bristol, NH",5
"West Valley City, TN",5
"Harrisville, RI",5
"Pearisburg, VA",5
"Hawkinsville, GA",5
"Warrensburg, NY",5
"Valley, AL",5
"Manito, IL",5
"Amherst, VA",5
"East Randolph, VT",5
"Loyalton, CA",5
"des plaines, IL",5
"Taos, ND",5
"Columbia City, OR",5
"Pembroke, VA",5
"maple valley, WA",5
"easthampton, MA",5
"Limestone, TN",5
"ojai, CA",5
"Bradford, RI",5
"wayne, NJ",5
"evans, GA",5
"Oxon Hill, MD",5
"Calais, ME",5
"bowling green, KY",5
"la crescenta, CA",5
"New Bremen, OH",5
"Cosby, TN",5
"South Point, OH",5
"West Seneca, NJ",5
"Christiana, TN",5
"Enon, OH",5
"Idaho Falls, IA",5
"Pine Bluff, AR",5
"Aiken, PR",5
"Billings, MO",5
"el segundo, CA",5
"Vandergrift, PA",5
"New Paris, IN",5
"Jackson, WA",5
"PRIOR LAKE, MN",5
"Houston, PA",5
"LA, AZ",5
"Marietta, MS",5
"Davie, DE",5
"Maysville, OK",5
"Brattleboro, VA",5
"Olney, TX",5
"Prescott, AL",5
"South Holland, IL",5
"Crane Hill, AL",5
"Hubertus, WI",5
"Gilbert, IA",5
"Hazel Crest, IL",5
"mukilteo, WA",5
"Sloatsburg, NY",5
"West Linn, OK",5
"Camden, NY",5
"Davenport, WA",5
"Fair Haven, MI",5
"White Settlement, TX",5
"West Haven, UT",5
"Mc Cordsville, IN",5
"Fairlee, VT",5
"Menomonie, VI",5
"Richmond, AZ",5
"Northbrook, ID",5
"Anywhere, CA",5
"chester, VA",5
"Salt lake, UT",5
"Costa mesa, CA",5
"El Cajon, AZ",5
"Washington Court House, OH",5
"Mayfield Hts, OH",5
"Annandale, TX",5
"new braunfels, TX",5
"Littleton, NH",5
"Oley, PA",5
"Diamond, OH",5
"Yantis, TX",5
"Elk Grove, AZ",5
"Doylestown, OR",5
"Blandon, PA",5
"Newbern, TN",5
"Tustin, AZ",5
"Live Oak, CA",5
"Fort worth, TX",5
"Hickory, NM",5
"Crete, IL",5
"Caribou, ME",5
"ALPHARETTA, GA",5
"Borger, TX",5
"Harbor Springs, MI",5
"LAFAYETTE, IN",5
"Miami Shores, FL",5
"attleboro, MA",5
"Glen Saint Mary, FL",5
"Penns Grove, NJ",5
"newport, KY",5
"Stamford, CO",5
"North Tazewell, VA",5
"Menlo park, CA",5
"Colorado Springs,, CO",5
"Amesville, OH",5
"Chelsea, OK",5
"Woodward, OK",5
"Bellaire, SD",5
"Maiden, NC",5
"Rolfe, IA",5
"Smiths Creek, MI",5
"fairport, NY",5
"Spencerville, IN",5
"Lindsborg, KS",5
"Springfield, TX",5
"Mi Wuk Village, CA",5
"GRAND JUNCTION, CO",5
"Michigan, MI",5
"wilmington, MA",5
"novato, CA",5
"Fitzgerald, GA",5
"reisterstown, MD",5
"Bartlett, SC",5
"Boynton Beach, DE",5
"Durham, CA",5
"Tavernier, FL",5
"Bridgeview, IL",5
"SAN CLEMENTE, CA",5
"Weston, WI",5
"Peru, NY",5
"Gerald, MO",5
"Appling, GA",5
"Healdsburg, AZ",5
"Horseshoe Bay, TX",5
"annandale, VA",5
"GIG HARBOR, WA",5
"Pepper Pike, OH",5
"Hayesville, NC",5
"New Hudson, MI",5
"Warren, MA",5
"El Reno, OK",5
"Isabela, PR",5
"Gate City, VA",5
"Mansfield, PA",5
"Broadalbin, NY",5
"caldwell, ID",5
"Hidalgo, TX",5
"Elk Point, SD",5
"Cochranton, PA",5
"oak park, IL",5
"LaGrange, IL",5
"East Wareham, MA",5
"CULVER CITY, CA",5
"charlotte, TN",5
"Upland, AZ",5
"Columbia, NJ",5
"Delhi, CA",5
"Millville, MA",5
"Conroe, SD",5
"BETHESDA, MD",5
"Rindge, NH",5
"West Memphis, AR",5
"Anytown, AL",5
"Intervale, NH",5
"Crockett, CA",5
"Hopewell Jct, NY",5
"Granby, CO",5
"Winthrop, WA",5
"Fort Benning, GA",5
"CEDAR FALLS, IA",5
"green bay, WI",5
"Bryn Mawr, OR",5
"Palmer, MA",5
"olney, MD",5
"Hanover Park, IA",5
"Nassau, NY",5
"Columbus, ID",5
"Beavercreek, OR",5
"tucsin, AZ",5
"Lewisburg, WV",5
"Copiague, NY",5
"Rison, AR",5
"Holton, KS",5
"Roundup, MT",5
"Springfield, IA",5
"Roswell, FL",5
"lawrence, MA",5
"Louisa, KY",5
"La Vernia, TX",5
"Clanton, AL",5
"Waynesboro, TX",5
"Biscayne Park, FL",5
"pleasant grove, UT",5
"Oak Lawn, ID",5
"Southlake, SD",5
"wenatchee, WA",5
"Vestavia, AL",5
"Southgate, KY",5
"Placitas, NE",5
"ASHBURN, VA",5
"Dos Palos, CA",5
"littleton, MA",5
"morristown, NJ",5
"Dolores, CO",5
"Freeport, PA",5
"Palos Verdes Estates, CA",5
"Palenville, NY",5
"Whiting, NJ",5
"Richmond, MN",5
"Juno Beach, FL",5
"Saint Maries, ID",5
"Fruitland, MD",5
"union city, NJ",5
"Smiths, AL",5
"Ridgewood, NC",5
"Willard, MO",5
"Camp Verde, AZ",5
"Glenwood, IL",5
"Indian Orchard, MA",5
"Hanalei, HI",5
"Greensboro, MD",5
"SCOTTSDALE, AZ",5
"Mechanicsville, TX",5
"Kenton, OH",5
"Delta, CO",5
"Grover, MO",5
"Washington, ME",5
"Oregonia, OH",5
"Republic, WA",5
"Goshen, KY",5
"minneapolis, ME",5
"Atkinson, NH",5
"Eastford, CT",5
"Wantage, NJ",5
"Williamsport, OR",4
"Cokato, MN",4
"Beresford, SD",4
"Soulsbyville, CA",4
"Oconomowoc, VI",4
"Newbury, VT",4
"New Lebanon, NY",4
"Seville, OH",4
"Random Lake, WI",4
"Aurora, OR",4
"Norwood Young America, MN",4
"Lanett, AL",4
"Annapolis, MA",4
"Southwest Harbor, ME",4
"Andes, NY",4
"Melber, KY",4
"Tucker, FL",4
"Pembroke Pines, DE",4
"Highlands, TX",4
"Ladysmith, WI",4
"CHAPEL HILL, NC",4
"Somers, MT",4
"Anywhere, NY",4
"North Lewisburg, OH",4
"canal winchester, OH",4
"Fitzwilliam, NH",4
"gardena, CA",4
"Centerville, PA",4
"Rome, NJ",4
"Chaumont, NY",4
"Corning, AR",4
"fountain valley, CA",4
"Hormigueros, PR",4
"Hattiesburg, MN",4
"Lakeland, MI",4
"Newton Centre, MA",4
"panorama city, CA",4
"Bearsville, NY",4
"Hoodsport, WA",4
"Johnsburg, IL",4
"washington dc, DC",4
"Manhatten, NY",4
"Monticello, UT",4
"Cecilia, KY",4
"Cassopolis, MI",4
"Neshanic Station, NJ",4
"Plantersville, TX",4
"Anna, IL",4
"ALLENTOWN, PA",4
"PRESCOTT VALLEY, AZ",4
"Belleville, WI",4
"marina, CA",4
"Linton, IN",4
"Coldwater, OH",4
"Colona, IL",4
"Westchester, CA",4
"arnold, MD",4
"fitchburg, WI",4
"sebastian, FL",4
"troutdale, OR",4
"Fulton, MS",4
"Leesville, SC",4
"Georgetown, SC",4
"garner, NC",4
"Friendsville, TN",4
"South Sioux City, NE",4
"Red Oak, IA",4
"North Plains, OR",4
"Mathis, TX",4
"Naselle, WA",4
"Prospect, TN",4
"ELGIN, IL",4
"hockessin, DE",4
"Treasure Island, FL",4
"Fremont, IN",4
"San Leandro, AZ",4
"Ravensdale, WA",4
"Vale, NC",4
"La Crescent, MN",4
"Spencer, IA",4
"London, AL",4
"London, AR",4
"friendswood, TX",4
"Windom, MN",4
"Albion, IN",4
"Carey, OH",4
"Danville, NH",4
"piedmont, CA",4
"Denver, PA",4
"Cochranville, PA",4
"Cherokee, IA",4
"Valdez, AK",4
"north liberty, IA",4
"Tomahawk, WI",4
"Sweet Briar, VA",4
"Shallotte, NC",4
"Lafayette, AZ",4
"Pittsboro, NJ",4
"OVERLAND PARK, KS",4
"Landisville, PA",4
"Baldwin Park, AZ",4
"Custer, WI",4
"phoenix, AL",4
"Ironton, MO",4
"Pinetop, AZ",4
"Pemberton, NJ",4
"frankfort, IL",4
"Springfield, SC",4
"Fresh Meadows, NJ",4
"oakdale, CA",4
"Tiger, GA",4
"oxford, MA",4
"Braham, MN",4
"philadelphia, OK",4
"Twin Peaks, CA",4
"GARLAND, TX",4
"orange park, FL",4
"Morris, AL",4
"rocklin, CA",4
"North Tustin, CA",4
"Barneveld, NY",4
"Hartley, IA",4
"Attica, IN",4
"New Paltz, NJ",4
"brockton, MA",4
"Artesia, NM",4
"Cross River, NY",4
"Elmhurst, IA",4
"North Kansas City, MO",4
"Manchester, NY",4
"Pine Island, NY",4
"ogdensburg, NY",4
"little egg harbor, NJ",4
"Camden, SC",4
"Bristol, WI",4
"versailles, KY",4
"Adams, TN",4
"Highland Springs, VA",4
"Monroe, NH",4
"montgomery, AL",4
"south san francisco, CA",4
"longview, WA",4
"Woodbridge, CA",4
"STAMFORD, CT",4
"Carrollton, OH",4
"Lebanon, ME",4
"Frazee, MN",4
"Burgettstown, PA",4
"Dassel, MN",4
"Beech Island, SC",4
"Roberts, WI",4
"Moline, ID",4
"Drexel hill, PA",4
"Westmoreland, NY",4
"union, NJ",4
"Brookwood, AL",4
"Lafayette, IL",4
"Apex, NJ",4
"Wood Ridge, NJ",4
"Marion, NY",4
"magna, UT",4
"newton, NC",4
"Midland, SD",4
"Clio, ME",4
"north ridgeville, OH",4
"Tidewater, OR",4
"Kailua Kona, GU",4
"Aiken, RI",4
"newark, NJ",4
"abingdon, VA",4
"East Quogue, NY",4
"st louis park, MN",4
"Arverne, NY",4
"Firth, NE",4
"Landenberg, OR",4
"Frenchtown, NJ",4
"gahanna, OH",4
"Arcadia, OK",4
"Celina, TN",4
"Oakwood, GA",4
"Maplewood, MI",4
"walnut, CA",4
"Netcong, NJ",4
"MERRITT ISLAND, FL",4
"scotch plains, NJ",4
"Crestwood, IL",4
"Willow Creek, CA",4
"Fort pierce, FL",4
"Mill valley, CA",4
"Ben Wheeler, TX",4
"Santaquin, UT",4
"Philadelphia, MS",4
"Pulaski, NY",4
"davenport, IA",4
"Middleton, ID",4
"Harrisburg, SD",4
"Ben Lomond, AZ",4
"Cedarburg, VI",4
"OLYMPIA, WA",4
"valdosta, GA",4
"chehalis, WA",4
"Nibley, UT",4
"Clinton, PA",4
"washingtonville, NY",4
"ITHACA, NY",4
"Barnstable, MA",4
"keizer, OR",4
"north syracuse, NY",4
"Jarrettsville, MD",4
"Pikeville, TN",4
"Clinton, OH",4
"Blythewood, SC",4
"Litchfield, ME",4
"Indian Land, SC",4
"questa, NM",4
"Jonesville, MI",4
"Chattaroy, WA",4
"Liberty, KY",4
"Elk River, ME",4
"Hawley, TX",4
"tujunga, CA",4
"warwick, NY",4
"New Auburn, WI",4
"Kaunakakai, HI",4
"GRESHAM, OR",4
"L.A, CA",4
"Andrews AFB, MD",4
"Houghton Lake, MI",4
"Chinook, WA",4
"Grand Canyon, AZ",4
"Freedom, ME",4
"Exeter, MT",4
"mendham, NJ",4
"Laguna niguel, CA",4
"Normal, IA",4
"Lafayette, TN",4
"n/a, CA",4
"Sunnyside, WA",4
"erlanger, KY",4
"Peconic, NY",4
"Jamesburg, NJ",4
"Hope, IN",4
"Plainfield, MA",4
"SLO, CA",4
"Melrose, MN",4
"Livingston, CA",4
"Trumansburg, NJ",4
"ambler, PA",4
"Escondido, AZ",4
"Stickney, IL",4
"gardnerville, NV",4
"CHATTANOOGA, TN",4
"North Bonneville, WA",4
"Waxahachie, SD",4
"LUBBOCK, TX",4
"Glenwood Springs, CA",4
"Paxinos, PA",4
"san anselmo, CA",4
"Lenhartsville, PA",4
"ellicott city, MD",4
"EUREKA, CA",4
"Ogden, TX",4
"Dillwyn, VA",4
"Carbondale, ID",4
"Wolverine Lake, MI",4
"Sunriver, OR",4
"Harahan, LA",4
"Cairo, NY",4
"Clinton, MO",4
"Dalton, PA",4
"Zillah, WA",4
"Grahamsville, NY",4
"Huntington, TX",4
"San Jacinto, AZ",4
"Dayton, OR",4
"Laurel Springs, NJ",4
"ABQ, NM",4
"West Friendship, MD",4
"pittsford, NY",4
"Goleta, AZ",4
"Getzville, NY",4
"St. Joseph, MI",4
"Mondovi, WI",4
"Chicago, IL, IL",4
"NJ, NJ",4
"ASHEVILLE, NC",4
"Eastport, ME",4
"Zirconia, NC",4
"Salem, MO",4
"Huxley, IA",4
"New Castle, DC",4
"Mount Prospect, IA",4
"Cool, CA",4
"Lake Ariel, PA",4
"ELIZABETH, NJ",4
"Oak Grove, OR",4
"pittsfield, MA",4
"Sacramento, KY",4
"Westbury, NH",4
"jackson, NJ",4
"Corunna, MI",4
"Rensselaer, IN",4
"East Ridge, TN",4
"Park Hill, OK",4
"Sabana Grande, PR",4
"Oak Park, AZ",4
"city, TX",4
"Comfort, TX",4
"right here, MO",4
"Whitesboro, TX",4
"Mishawaka, ID",4
"hudson, NH",4
"Coeur d'Alene, IA",4
"WESTMINSTER, CA",4
"union city, CA",4
"Benzonia, MI",4
"kailua kona, HI",4
"Weimar, TX",4
"Franklin, NY",4
"East Alton, IL",4
"Cudahy, VI",4
"Waterville, IA",4
"Brinnon, WA",4
"venice, FL",4
"Napanoch, NY",4
"Colbert, GA",4
"Lonsdale, MN",4
"liverpool, NY",4
"SAINT PETERSBURG, FL",4
"Sylmar, AZ",4
"Seabrook, MD",4
"Springfield, MI",4
"Missouri Valley, IA",4
"Prospect, PA",4
"Creedmoor, NC",4
"Vermillion, RI",4
"highlands ranch, CO",4
"Monticello, KY",4
"LaFayette, NY",4
"Barrington, NJ",4
"Genoa, NV",4
"MILPITAS, CA",4
"South Grafton, MA",4
"Denver City, TX",4
"Andalusia, AL",4
"Manchester, CO",4
"Yardley, OR",4
"Barnesville, OH",4
"Mattydale, NY",4
"Harrisville, NH",4
"rohnert park, CA",4
"OCEANSIDE, CA",4
"Harmony, PA",4
"Dayton, WA",4
"Concrete, WA",4
"Harriman, TN",4
"valparaiso, IN",4
"Magnolia, NJ",4
"metuchen, NJ",4
"Burnsville, ME",4
"Coal Valley, IL",4
"Holden, LA",4
"Richwood, OH",4
"Marion, VA",4
"Altoona, FL",4
"Winston Salem, NM",4
"Natick, MD",4
"Citrus Springs, FL",4
"Vernon, TX",4
"monterey, CA",4
"Brownsville, TN",4
"Stone Mountain, FL",4
"aventura, FL",4
"Ft. Thomas, KY",4
"SANTA FE, NM",4
"Niagara, WI",4
"AURORA, IL",4
"Buena park, CA",4
"Woolwich, ME",4
"Au Gres, MI",4
"Oakton, TX",4
"colchester, CT",4
"Stony Brook, NH",4
"Emery, SD",4
"Moab, TN",4
"Dudley, MA",4
"allston, MA",4
"Greenfield, IL",4
"Hardy, VA",4
"St. Michael, MN",4
"Lowville, NY",4
"Plymouth, PA",4
"Arroyo Grande, AZ",4
"Kokomo, IL",4
"DeRidder, LA",4
"Ilion, NY",4
"Ennis, MT",4
"SHAWNEE, KS",4
"Shoreview, ME",4
"danville, CA",4
"jonesboro, AR",4
"Appalachia, VA",4
"Gypsum, CO",4
"Villa Ridge, MO",4
"Mayville, NY",4
"Friendship, WI",4
"Spring Hope, NC",4
"Potomac, MA",4
"tucker, GA",4
"Clearfield, KY",4
"Lexington, PR",4
"Monroeville, NJ",4
"North Oaks, MN",4
"Napa, AZ",4
"Wanaque, NJ",4
"HIALEAH, FL",4
"pekin, IL",4
"breckenridge, CO",4
"canyon country, CA",4
"Bluffton, PR",4
"Entiat, WA",4
"Negley, OH",4
"Parker, TX",4
"bristol, CT",4
"New Haven, VT",4
"mason, OH",4
"Dennis Port, MA",4
"Umpqua, OR",4
"Sturgis, MI",4
"REDONDO BEACH, CA",4
"Palm Beach Gardens, DE",4
"Vidalia, LA",4
"Pentwater, MI",4
"Conneautville, PA",4
"snohomish, WA",4
"antelope, CA",4
"Knox, PA",4
"Cedar Hill, MO",4
"Bryn Athyn, PA",4
"Goldvein, VA",4
"New Hyde park, NY",4
"marlboro, MA",4
"Huddleston, VA",4
"Elizabethtown, OK",4
"Coloma, WI",4
"taylor, MI",4
"Bogota, NJ",4
"Winchester, OH",4
"Seaside, OR",4
"Skandia, MI",4
"newberg, OR",4
"Bean Station, TN",4
"Eustace, TX",4
"Alpharetta, FL",4
"Laytonville, AZ",4
"PHOENIX, AR",4
"Middletown Springs, VT",4
"st. petersburg, FL",4
"Alamogordo, NE",4
"NEWARK, NJ",4
"Disputanta, VA",4
"Sioux City, IN",4
"Paulding, OH",4
"RICHARDSON, TX",4
"Eagle Point, OK",4
"woodstock, VT",4
"Sharpsville, PA",4
"Bowling green, KY",4
"carrollton, GA",4
"Great neck, NY",4
"Keauhou, HI",4
"Montague, CA",4
"Mc Cook, NE",4
"ORANGE PARK, FL",4
"Kirkland, IL",4
"Summersville, WV",4
"Rochelle Park, NJ",4
"Raymond, NH",4
"Charleston, RI",4
"Staunton, TX",4
"Sweeny, TX",4
